#Col 1 - KOI
#Col 2 - KIC
#Col 3 - 1==good ephemeris match to TCE ; 2=degraded match to TCE or twice/half ephemeris match, but still acceptable
#Col 4 - Phase of secondary - weak secondary test is still triggering near the primary sometimes; filter on proximity
#Col 5- 2ndary depth [ppm]
#Col 6 - uncertainty in 2ndary depth [ppm]
#Col 7 - MES/significance of secondary
#
KOI,kepid,matchflag,phase,depth,e_depth,mes
3923.01,5015459,1,0.255666,470.75,139.30,4.34
3925.01,10788461,1,0.241633,121.31,44.95,2.74
3925.02,10788461,1,0.622504,51.99,19.88,2.30
3925.03,10788461,1,0.534171,79.50,31.64,2.73
3926.01,11667548,1,-0.170326,33.00,11.22,1.91
3927.01,8868649,1,0.667657,7.14,3.14,2.54
3928.01,4242692,1,0.623054,2.32,2.44,1.01
3930.01,11607176,1,0.624525,24.04,5.54,4.10
3931.01,10661718,1,0.193600,20.23,7.14,3.07
3932.01,6137681,1,0.499962,1363.11,127.99,9.71
3933.01,11244682,1,0.709054,42.20,12.76,2.81
3934.01,9655419,1,0.499090,223.05,27.14,7.29
3935.01,5895158,1,0.502817,27.38,7.70,3.36
3936.01,4947556,1,-0.017364,131.08,57.98,4.75
3936.02,4947556,1,0.594106,42.35,15.07,3.83
3937.01,7362696,1,0.434094,460.08,21.17,19.97
3938.01,3865595,1,0.498492,70.10,8.75,7.84
3939.01,9593528,1,-0.167293,170.14,49.62,2.99
3940.01,5195945,1,0.079899,78.73,32.55,3.60
3941.01,8552587,1,-0.396740,26.15,4.00,5.62
3942.01,6019872,1,0.495252,41.43,7.26,5.19
3943.01,7679812,1,0.034254,24.94,10.83,4.38
3944.01,4864734,1,0.340337,40.62,11.45,3.87
3945.01,3121340,1,0.507904,26.68,6.57,3.53
3946.01,8636434,1,-0.239983,66.10,24.07,3.67
3947.01,5952366,1,-0.389902,156.01,31.68,4.22
3947.02,5952366,1,-0.048238,2499.30,152.91,15.01
3948.01,6045250,1,0.419269,32.60,7.28,4.57
3949.01,5598595,1,-0.240839,-21.44,19.82,0.56
3950.01,4544572,1,0.718048,182.47,18.94,7.81
3951.01,5738634,1,0.637399,1.16,2.83,0.31
3952.01,10152836,1,0.245653,54.75,89.17,3.89
3953.01,10651816,1,0.371808,57.36,8.28,5.69
3954.01,8030339,1,-0.138901,39.71,38.18,1.88
3954.02,8030339,1,0.536265,96.68,47.65,2.53
3955.01,9899414,1,0.125072,72.53,9.12,6.74
3956.01,5471059,1,0.705137,193.76,10.61,16.66
3956.02,5471059,1,0.405186,119.92,11.60,9.21
3957.01,7458309,1,0.271207,15.54,2.54,4.55
3958.01,7777372,1,-0.211834,-5.16,10.86,0.33
3959.01,9282769,1,-0.194232,1.43,2.21,0.12
3960.01,7777416,2,0.701033,37.48,26.70,1.46
3961.01,7597005,1,0.489916,47.22,6.07,6.53
3962.01,5479717,1,-0.237286,76.43,20.36,3.32
3963.01,3764714,1,-0.095476,47.81,6.48,8.15
3965.01,5385575,1,0.388792,350.62,22.41,14.67
3966.01,3732035,1,0.219472,103.33,27.25,3.48
3967.01,5385697,1,0.390984,389.85,20.27,17.07
3967.02,5385697,1,0.506465,97.23,46.25,3.09
3968.01,8823833,1,0.361100,2.37,1.77,1.27
3969.01,5475494,1,0.503355,56.38,8.55,6.87
3970.01,9412445,2,0.506830,14.50,6.64,2.46
3971.01,7866914,1,0.117095,179.47,43.27,4.43
3972.01,6057684,1,0.358605,9.95,4.15,2.51
3973.01,11568224,1,0.500387,142.47,9.36,12.98
3975.01,9280239,1,-0.116109,275.05,107.96,3.08
3976.01,4544571,1,0.710911,223.60,20.76,9.45
3978.01,10090219,1,0.711002,15.06,7.56,1.62
3979.01,9899217,1,-0.209565,7.69,9.01,1.39
3980.01,6750902,1,0.406160,8.24,62.17,1.16
3981.01,5895588,1,-0.103029,116.18,54.79,2.56
3982.01,5303557,1,-0.079890,582.64,89.37,5.37
3983.01,10227863,1,0.503158,12.18,3.91,3.46
3984.01,8036287,1,-0.352642,26.22,6.51,3.60
3985.01,9602562,1,0.271956,32.79,9.31,3.94
3986.01,10668665,1,0.491338,246.54,29.71,6.85
3987.01,10407020,1,0.255307,5.74,2.43,3.05
3988.01,5385491,1,-0.143072,14.97,5.28,2.33
3989.01,5551504,1,-0.155661,10.17,14.75,1.94
3990.01,6421503,1,-0.207926,17.15,10.44,0.94
3991.01,10352333,1,0.391968,24.81,5.02,4.36
3992.01,3228988,1,0.507339,33.57,7.78,3.61
3993.01,2970804,1,0.345710,31.23,16.62,2.48
3994.01,7552701,1,0.096753,7.33,3.38,2.55
3995.01,7418173,1,0.431552,23.03,4.51,5.25
3996.01,3228804,1,-0.222315,26.14,7.12,3.73
3997.01,2442359,1,0.152622,0.00,-1.00,0.00
3999.01,2010191,1,0.496698,56.19,9.84,5.54
4000.01,5471675,1,0.490667,17.85,2.75,7.01
4000.02,5471675,1,0.376732,88.71,12.54,6.50
4001.01,9851943,1,0.491037,5.25,8.97,0.49
4002.01,5773121,1,-0.172891,40.31,16.30,2.24
4003.01,2708420,1,0.169268,4.20,4.48,2.11
4004.01,4814502,1,-0.195972,20.89,6.86,2.88
4005.01,8142787,1,0.400153,135.52,32.63,3.58
4006.01,5471690,1,0.701048,16.65,5.05,4.18
4007.01,8376848,1,-0.175635,21.67,15.59,1.25
4008.01,5350447,1,0.417390,490.90,42.21,11.44
4009.01,8934103,1,0.178003,132.84,35.66,3.39
4009.02,8934103,1,0.031435,83.21,29.94,3.01
4010.01,5288577,1,0.149738,0.00,-1.00,0.00
4011.01,11969988,1,-0.136804,5.03,2.32,2.61
4013.01,4832225,2,0.495502,9.94,1.60,3.98
4014.01,9009953,1,0.043325,93.17,27.85,3.86
4015.01,8282846,1,0.162638,118.06,65.26,3.27
4016.01,5938970,1,0.647704,248.87,54.59,4.46
4017.01,8381693,1,0.133886,-11.49,7.40,2.48
4018.01,4929299,1,0.499983,162.07,8.18,19.92
4019.01,10075409,1,-0.013685,959.35,164.77,5.75
4020.01,7038096,1,0.176428,23.34,13.83,2.13
4021.01,11967788,1,0.635430,27.58,6.69,2.82
4021.02,11967788,1,-0.210083,14.56,5.45,2.43
4022.01,7733731,1,0.419563,15.03,3.90,3.54
4023.01,6862332,1,0.333352,2476.19,230.89,19.66
4024.01,10714072,1,0.313732,38.96,10.69,2.98
4025.01,10992011,1,0.496526,81.03,8.46,9.58
4026.01,4067110,1,0.314197,7.11,2.59,2.29
4027.01,8694309,1,0.207742,1.03,2.04,0.03
4029.01,11569475,1,0.500000,0.00,-1.00,0.00
4030.01,9551430,1,0.196722,146.18,26.24,3.30
4030.02,9551430,1,-0.113958,757.77,191.16,3.91
4031.01,3228986,1,0.501219,22.24,3.82,5.73
4032.01,7100673,1,0.553936,8.96,3.31,2.29
4032.02,7100673,1,0.189084,4.28,3.31,1.76
4032.03,7100673,1,0.719621,16.05,4.56,3.25
4032.04,7100673,1,0.290380,16.48,3.79,3.32
4034.01,10089911,1,0.563004,38.16,14.08,2.54
4034.02,10089911,1,-0.246844,63.03,15.90,4.09
4035.01,3247404,1,0.499856,3294.42,1081.56,2.96
4036.01,11415243,1,0.116607,95.36,46.51,3.40
4037.01,8264402,1,0.338453,87.72,25.29,3.61
4038.01,7773179,1,0.469459,26.74,5.95,2.85
4039.01,11145831,2,0.500118,79.42,9.43,7.72
4040.01,11444952,1,0.746626,22.73,5.99,3.47
4041.01,8647295,1,0.255972,25.02,5.41,3.21
4042.01,3444098,1,-0.175100,87.11,24.76,3.08
4043.01,5112567,1,-0.094761,22.56,7.45,2.80
4044.01,5201115,1,0.366462,4.76,2.70,2.14
4045.01,2708203,1,0.474190,6.80,3.50,2.71
4046.01,4150496,1,0.727941,448.27,25.07,16.87
4046.02,4150496,1,0.548695,130.98,35.00,3.08
4047.01,9655005,1,0.459525,-1.14,1.16,1.08
4048.01,10272389,1,-0.485184,23.82,6.95,2.68
4049.01,4679687,1,0.553095,109.11,13.15,7.30
4051.01,10360722,1,0.711218,205.24,46.29,3.09
4052.01,9091755,1,0.178508,0.00,-1.00,0.00
4053.01,1718958,1,0.410869,11.79,3.05,2.49
4054.01,6428794,1,0.047962,153.86,35.24,3.28
4055.01,3228825,1,0.501219,14.71,1.85,8.58
4056.01,4673628,1,0.113094,41.18,12.87,2.69
4057.01,3757407,1,0.033722,20.70,10.17,2.67
4058.01,4769931,1,0.231600,19.30,6.91,3.61
4059.01,9220612,1,-0.485113,32.31,7.08,4.28
4060.01,9086154,1,0.063859,95.11,27.32,3.30
4061.01,6806695,1,0.635283,29.52,23.15,0.72
4062.01,11858979,1,-0.126634,82.32,23.80,3.18
4063.01,5900390,1,0.744866,5.33,1.60,3.18
4064.01,5444334,1,-0.191944,52.46,37.13,1.46
4066.01,8686373,1,-0.013132,68.48,20.53,3.07
4067.01,5530112,2,0.182258,112.75,44.40,3.32
4068.01,6226908,1,0.243990,146.22,53.67,2.48
4069.01,5906694,1,0.580767,88.90,32.41,2.51
4070.01,10186945,1,0.500056,103.77,6.00,15.89
4071.01,2708286,1,0.154857,18.24,12.94,0.57
4072.01,6755944,1,-0.130777,1.49,6.03,0.77
4073.01,10419797,1,0.682590,125.72,40.82,2.94
4075.01,7777471,1,0.522534,20.23,5.08,2.99
4076.01,9455677,1,0.113880,118.14,44.35,3.42
4078.01,5649837,1,-0.271770,16.91,8.23,0.86
4080.01,5036480,1,0.124262,23.94,14.12,1.02
4082.01,6592832,1,0.504409,5.55,5.87,0.34
4083.01,8524346,1,0.659820,24.20,7.97,2.89
4084.01,3937814,1,0.676376,204.28,55.77,3.93
4086.01,3836558,1,0.495005,33.99,8.25,3.72
4087.01,6106282,1,0.631448,192.26,66.70,3.11
4090.01,9899233,1,0.485574,19.76,6.50,1.94
4091.01,3103227,1,0.458740,159.80,57.07,4.66
4092.01,4850961,1,0.425131,79.86,27.70,2.80
4093.01,8521059,1,0.186713,25.30,8.42,2.64
4094.01,8128247,1,0.429571,11.31,3.60,2.76
4095.01,6276994,1,0.485975,20.29,4.10,4.41
4096.01,9674564,1,0.534100,188.33,13.64,14.61
4097.01,5688683,1,0.092944,9.66,6.84,1.93
4097.02,5688683,1,0.167873,19.55,8.75,3.06
4098.01,8222627,1,0.498676,7.15,4.29,1.83
4099.01,8951205,1,-0.017043,104.11,103.34,2.00
4100.01,5700900,1,0.521942,837.84,131.71,6.58
4102.01,2708278,1,0.531813,10.81,5.70,1.86
4103.01,3747817,1,0.121977,244.40,84.26,3.40
4103.02,3747817,1,0.363628,69.42,29.02,2.95
4104.01,8483366,1,-0.111599,862.89,238.03,5.55
4105.01,7758018,1,-0.021964,983.55,106.11,7.37
4106.01,11017094,1,0.735380,28.23,6.94,3.84
4107.01,5956633,1,-0.007552,854.62,122.51,7.01
4108.01,9899065,1,0.178901,14.22,12.42,1.50
4109.01,7907808,1,0.375899,5.31,3.68,1.27
4110.01,5471792,1,0.384954,57.56,5.35,9.85
4111.01,2708343,1,0.560638,15.36,10.63,0.95
4112.01,3348090,1,0.668580,9.97,4.26,2.66
4113.01,9282762,1,0.148230,0.00,-1.00,0.00
4114.01,3117046,1,-0.059844,313.17,59.26,4.93
4115.01,6311520,1,0.254381,13.60,9.97,2.34
4116.01,5092655,1,-0.175550,32.76,17.99,1.75
4117.01,3955817,1,0.213086,37.24,12.99,2.49
4118.01,10661778,1,0.639538,176.65,55.78,1.74
4119.01,5513857,1,-0.200025,-24.73,23.11,1.08
4120.01,9700449,1,0.393562,73.75,25.84,3.11
4121.01,6349881,1,-0.198810,240.76,106.11,6.81
4122.01,9851970,1,-0.206786,30.18,14.63,1.98
4123.01,6140059,1,0.288030,29.34,9.34,2.38
4124.01,5726910,1,0.316476,13.57,7.79,1.05
4125.01,9099950,1,0.295199,4.14,2.67,3.54
4126.01,9272070,1,0.557966,36.45,15.47,1.95
4127.01,5088400,1,0.676186,80.78,25.82,3.23
4128.01,4669402,1,0.678938,115.13,31.68,3.75
4129.01,11970988,1,0.396997,12.39,4.54,2.39
4130.01,10858803,1,0.507813,108.06,7.35,13.23
4131.01,6129694,1,0.701880,5.41,1.33,2.73
4133.01,7601918,1,0.518014,11.16,1.55,6.45
4135.01,5386264,1,0.473892,72.52,59.10,1.86
4136.01,7256914,1,0.126593,22.30,11.20,1.11
4136.02,7256914,1,-0.096253,1.07,6.45,1.63
4137.01,3542222,1,0.739803,12.91,6.94,1.57
4138.01,4636565,1,-0.142808,1.30,2.27,0.54
4139.01,9956082,1,-0.236722,24.91,11.74,1.67
4141.01,3241248,1,0.498442,52.25,5.92,9.04
4142.01,9716302,1,-0.168672,62.19,34.83,1.75
4143.01,10294509,1,-0.107846,88.99,25.76,2.89
4144.01,3112129,1,0.496957,81.39,5.05,15.42
4145.01,3103212,1,-0.115118,4.39,12.47,1.87
4146.01,10000941,1,0.140882,12.52,6.48,2.76
4147.01,8029197,1,0.095800,2.48,2.60,1.46
4148.01,12257886,1,0.502532,42.84,8.26,4.32
4149.01,10875007,1,0.480615,31.62,10.17,2.05
4149.02,10875007,1,0.411216,33.26,12.48,1.74
4150.01,11465651,1,0.173025,30.20,18.39,3.06
4151.01,5217574,1,0.186252,24.02,22.27,1.16
4152.01,7199060,1,-0.207336,132.66,35.10,3.05
4153.01,8439323,1,0.140510,50.09,13.88,3.24
4154.02,5551228,1,0.409698,433.52,56.25,8.60
4155.01,5471271,1,0.382213,106.34,6.53,13.97
4156.01,5881120,1,0.272581,4.35,4.52,1.15
4157.01,4548098,1,0.269740,9.44,3.61,3.02
4158.01,5306383,1,0.500839,52.30,3.48,13.41
4159.01,6607644,1,0.112535,9.67,5.96,1.91
4160.01,7610663,1,-0.322950,15.93,5.53,3.31
4161.01,5565707,1,0.492634,16.54,4.30,3.38
4162.01,1293031,1,0.227511,16.13,5.61,3.35
4163.01,6463499,1,0.721919,36.51,23.13,4.91
4164.01,8254882,1,0.698413,4.52,1.98,1.93
4165.01,6042031,1,0.494544,4.27,1.94,1.90
4166.01,4078311,1,0.477834,119.64,42.71,3.02
4167.01,5475735,1,0.501447,41.21,5.56,6.46
4168.01,9402583,1,0.246723,6.17,12.16,0.95
4169.01,7838675,1,0.515031,14.68,6.04,2.03
4170.01,8700537,1,0.310429,64.63,12.57,5.57
4171.01,10858785,1,0.504528,97.30,10.47,7.37
4172.01,9640907,1,0.377806,38.50,11.78,1.64
4173.01,9490653,1,0.463155,11.03,9.37,1.22
4174.01,3328027,1,0.093372,0.00,-1.00,0.00
4175.01,9640931,1,0.499755,69.05,15.52,4.12
4177.01,9640962,2,0.505015,101.16,12.43,7.49
4178.01,5197233,1,-0.236875,45.24,15.96,2.43
4179.01,10936786,1,0.482484,14.11,2.43,5.52
4180.01,6938264,1,0.100300,7.34,5.12,2.41
4181.01,9899315,1,0.209570,0.00,-1.00,0.00
4182.01,9541089,1,-0.262044,13.11,2.83,3.46
4183.01,10858737,1,0.322660,1.52,4.49,1.38
4184.01,6752002,1,-0.123867,41.72,10.25,4.32
4185.01,7257966,1,0.686735,39.80,21.41,1.87
4186.01,9406892,1,0.495277,25.10,5.45,4.17
4187.01,3124598,1,0.496228,22.81,7.46,2.91
4188.01,6879171,1,0.628936,14.58,5.74,2.43
4189.01,9897364,1,0.649328,172.63,58.80,2.75
4190.01,12505503,1,0.089288,22.01,11.12,2.51
4191.01,3548639,1,0.650901,95.74,7.87,12.30
4192.01,9828127,1,0.105864,36.40,17.91,2.33
4192.02,9828127,1,-0.209265,49.46,20.67,2.62
4193.01,9092496,1,0.222984,274.38,72.77,3.04
4194.01,5644412,1,0.404733,68.64,17.79,3.10
4195.01,9959545,1,0.500913,4.00,2.56,1.12
4196.01,8179190,1,0.499964,37.79,2.86,13.61
4197.01,9777724,1,0.178898,25.99,11.66,1.21
4198.01,9072639,1,0.201540,2.49,1.78,1.36
4199.01,5340878,1,-0.178110,5.09,7.86,1.17
4202.01,5084171,1,0.738653,178.75,56.68,3.22
4203.01,3834317,1,0.499701,18.21,2.35,8.62
4204.01,10593535,1,-0.145170,13.97,7.72,0.72
4205.01,3450040,1,-0.072303,72.67,27.75,2.32
4206.01,8487805,1,0.188337,0.00,-1.00,0.00
4207.01,9456281,1,0.155817,12.67,10.15,1.33
4208.01,5129453,1,0.200311,88.67,24.83,3.15
4209.01,7918478,1,-0.015768,58.86,150.12,2.89
4211.01,5078025,1,0.503319,87.46,7.27,11.81
4212.01,1724719,1,0.732382,20.18,8.88,1.67
4212.02,1724719,1,0.407359,35.48,11.27,2.89
4214.01,10549924,1,0.541610,6.79,2.76,1.82
4215.01,9366617,1,0.324027,38.15,10.32,2.86
4216.01,6187341,1,0.498515,313.97,21.00,15.78
4217.01,5702637,1,0.156415,0.00,-1.00,0.00
4219.01,4678919,1,0.419977,10.04,6.46,1.21
4220.01,5563080,1,0.501289,40.92,5.89,5.64
4221.01,6364067,1,0.533852,20.73,8.91,0.87
4222.01,9183378,1,0.579099,20.16,8.12,3.02
4223.01,11188254,2,0.545124,11.19,12.35,1.00
4224.01,1724513,1,0.493622,9.71,4.73,1.73
4225.01,9535876,1,-0.242842,26.26,5.88,4.17
4226.01,9491832,1,0.504869,25.83,9.86,3.34
4227.01,7816665,1,-0.176486,64.22,19.29,2.80
4229.01,11616596,2,0.238133,15.53,4.12,3.48
4230.01,9872831,1,0.261581,6.01,6.97,1.16
4232.01,11509504,1,0.667034,13.87,9.42,0.95
4233.01,6599949,1,-0.083777,600.26,102.06,5.25
4234.01,11611275,1,0.705677,43.27,13.23,2.89
4235.01,10794974,1,0.207887,52.21,17.04,3.84
4236.01,2449101,1,0.464682,9.41,7.82,0.29
4237.01,7259249,1,0.127095,-0.25,24.49,0.56
4239.01,9640924,1,0.495453,43.35,8.40,4.43
4240.01,9593773,1,0.484906,27.38,10.62,2.17
4241.01,9285568,1,0.067318,14.12,15.66,1.66
4242.01,9514372,1,0.635495,169.29,42.88,3.84
4243.01,9777757,1,0.526471,7.73,2.75,1.88
4244.01,5097454,1,-0.238569,30.23,11.65,2.33
4245.01,12737015,1,0.350668,27.75,8.29,2.82
4246.01,5177859,1,0.593754,22.31,8.18,2.51
4246.02,5177859,1,0.054962,27.19,9.12,3.40
4248.01,4568117,1,0.496238,9.74,2.04,4.33
4250.01,9641076,1,0.509312,32.97,8.39,3.31
4251.01,8741470,1,0.293149,26.46,7.98,3.29
4252.01,10525049,1,0.555574,39.97,11.81,3.07
4254.01,8487645,1,0.219724,-12.07,7.17,0.08
4255.01,10407482,1,0.690521,57.45,17.60,2.84
4256.01,5817613,1,-0.127931,64.33,20.53,3.27
4257.01,7901016,1,0.253935,30.75,9.88,3.64
4258.01,7115925,1,0.213185,-1.03,3.36,1.27
4259.01,5785279,1,-0.209679,5.55,7.30,1.20
4261.01,10526887,1,0.271386,27.05,9.52,2.30
4262.01,9641144,1,0.558107,8.28,2.77,1.46
4263.01,8572168,1,0.077685,-2.42,6.31,0.84
4264.01,12509829,1,0.492414,216.15,15.64,12.42
4265.01,7368137,1,0.137318,11.50,6.91,1.62
4266.01,9027841,1,0.713049,17.47,6.60,1.49
4267.01,7450747,1,-0.085834,2.31,21.78,0.03
4268.01,7826620,1,-0.400665,12.82,7.87,0.81
4269.01,8890924,1,-0.044126,37.80,11.93,3.10
4269.02,8890924,1,-0.150306,3.74,4.67,1.67
4270.01,8483241,1,0.151015,391.81,59.41,6.25
4271.01,5992210,1,0.454037,12.07,6.00,2.26
4272.01,9302543,1,0.555111,7.81,12.46,1.97
4273.01,9716028,1,0.498696,17.71,6.19,3.00
4274.01,6223324,1,0.116029,17.44,10.29,1.68
4275.01,3336845,1,0.200629,12.30,6.44,1.84
4276.01,6026924,1,0.371155,39.29,10.59,3.49
4277.01,6525280,1,0.131419,8.15,4.83,0.70
4278.01,4861784,1,0.503962,189.53,37.14,4.28
4279.01,5876360,1,0.598540,404.81,107.64,3.18
4280.01,5026326,1,0.517567,19.52,9.50,2.19
4282.01,11670599,1,0.147477,10.87,7.20,1.34
4284.01,10156055,1,-0.193562,15.21,6.72,2.80
4286.01,5024177,1,0.500243,68.55,7.36,7.93
4287.01,11081504,1,-0.077393,9.73,3.78,2.98
4287.02,11081504,1,0.251391,7.42,2.80,2.65
4288.01,4548011,1,-0.173429,5.96,2.79,2.27
4288.02,4548011,1,0.401888,15.31,3.85,3.51
4290.01,5868793,1,0.032295,326.90,148.87,1.72
4292.01,10063208,1,0.582691,8.30,3.69,2.59
4293.01,5817533,1,0.080967,0.00,-1.00,0.00
4294.01,7681230,1,0.431865,66.52,8.59,6.79
4295.01,7596240,1,0.153001,26.47,12.83,1.61
4296.01,7661893,1,0.234326,10.78,3.76,2.57
4297.01,12107008,1,0.502097,30.04,6.97,4.30
4298.01,2852941,1,0.696486,8.52,3.85,2.42
4299.01,8508126,1,0.321903,26.07,6.50,2.73
4300.01,8507475,1,-0.079374,52.47,26.77,2.54
4301.01,8773015,1,-0.091247,17.42,5.07,2.76
4302.01,6290935,1,0.598255,10.55,4.44,2.10
4303.01,12734396,1,0.031117,274.23,64.05,3.76
4304.01,11612280,1,0.175960,16.57,6.81,2.07
4306.01,8149484,1,-0.141760,4.33,5.96,2.39
4307.01,3558849,1,-0.159814,3.99,33.70,3.91
4309.01,11037128,1,0.203401,54.95,19.63,3.18
4310.01,7103919,1,0.508014,43.10,16.21,2.91
4311.01,8645191,1,0.248252,90.10,11.04,8.00
4312.01,10722485,1,0.749220,9.02,6.13,1.45
4314.01,8128067,1,0.520583,556.16,71.87,7.26
4315.01,10342248,1,0.356995,14.06,6.76,1.52
4316.01,9777290,1,0.168675,-9.47,38.00,0.03
4318.01,9286088,1,0.269852,15.91,9.47,2.36
4319.01,6289344,2,0.500011,1554.82,105.85,9.23
4320.01,5095082,1,-0.166833,24.15,8.51,2.07
4321.01,12418891,1,0.209445,33.92,16.27,1.08
4323.01,5385410,1,0.405582,26.39,9.38,2.91
4323.02,5385410,1,0.398110,54.53,4.90,10.30
4324.01,9910942,1,0.443367,8.49,3.74,2.40
4325.01,7749002,1,0.158831,-2.70,34.78,0.61
4326.01,10924340,1,0.500494,32.61,3.06,10.33
4327.01,5371777,1,0.141808,0.00,-1.00,0.00
4329.01,12456063,1,0.640922,11.81,4.22,2.17
4331.01,5096053,1,0.465176,9.12,3.53,2.27
4332.01,8953414,1,0.127749,0.00,-1.00,0.00
4333.01,2576962,1,0.631769,112.02,29.28,3.51
4334.01,10140274,1,0.072506,29.20,18.90,1.64
4335.01,10730070,1,-0.471209,29.87,8.26,3.49
4337.01,8573193,1,0.253809,27.81,9.63,2.94
4338.01,9240664,1,0.567371,144.50,11.66,10.45
4339.01,7281411,1,0.187456,33.51,15.79,2.15
4340.01,6528141,1,0.508487,16.83,8.28,0.49
4341.01,6792908,1,0.696042,14.33,6.99,2.24
4342.01,7211879,1,0.510042,27.90,6.54,3.84
4343.01,8087812,1,-0.159701,25.22,9.13,2.39
4344.01,4863956,1,0.482841,25.11,5.44,4.52
4345.01,10534155,1,0.469428,11.65,6.15,2.84
4346.01,9509343,1,0.125142,37.96,14.56,2.26
4347.01,3244792,1,0.402901,14.37,11.36,1.25
4350.01,11872139,1,0.659219,6.62,2.46,3.01
4352.01,2708221,1,-0.165666,46.54,73.47,0.78
4353.01,4571844,2,0.344511,285.41,90.07,2.52
4354.01,5040223,1,0.117132,63.37,38.15,1.64
4356.01,8459663,1,0.119160,458.97,166.16,2.86
4357.01,3550372,1,-0.128455,5.96,25.02,0.22
4358.01,7191646,1,0.299201,224.10,63.09,3.15
4359.01,1575873,1,0.516695,1.12,1.25,1.98
4360.01,10669994,1,-0.223215,24.49,8.40,2.84
4361.01,7801070,1,0.200904,260.12,64.59,4.21
4363.01,9776794,1,0.657846,344.46,118.86,2.88
4364.01,7427764,1,0.534093,52.80,18.88,3.24
4366.01,10647452,1,0.131070,35.03,25.60,3.00
4367.01,4773392,1,0.727940,153.65,42.67,3.46
4368.01,5471489,1,0.390932,73.65,4.83,15.71
4368.02,5471489,1,-0.248703,53.66,13.66,3.35
4370.01,12407623,1,0.119937,20.65,16.79,0.00
4371.01,11444514,1,0.333623,132.70,38.47,3.05
4372.01,9702006,1,0.737820,52.54,21.27,2.59
4373.01,6778008,1,0.687222,9.44,6.72,0.86
4374.01,10991114,1,-0.060747,19.57,10.15,2.28
4375.01,11969092,1,0.665686,94.10,7.34,11.20
4376.01,2570773,1,0.151256,176.55,154.68,1.56
4377.01,4945764,1,0.164808,29.90,9.59,2.40
4379.01,7703910,2,0.506341,40.77,9.47,3.86
4380.01,7777818,1,0.555888,17.07,4.99,2.68
4381.01,9851360,1,0.741392,39.76,16.13,2.31
4382.01,6937529,1,-0.182621,9.38,4.75,1.68
4383.01,9883606,1,0.721709,21.64,7.00,3.17
4384.01,5860968,1,0.143907,108.28,31.26,3.15
4385.01,3645438,1,0.261809,67.02,32.58,1.84
4385.02,3645438,1,0.224169,540.63,121.47,3.68
4385.03,3645438,1,0.011874,86.60,61.25,2.69
4386.01,8480582,1,0.070650,106.50,34.18,3.01
4387.01,2830919,1,0.089264,18.45,10.10,2.17
4388.01,9588822,1,0.305329,66.54,28.41,4.05
4389.01,2997459,1,0.424012,64.14,22.26,3.02
4390.01,8330207,1,0.059190,777.85,250.16,2.11
4391.01,6359926,1,-0.038274,84.10,25.43,2.88
4393.01,8324518,1,-0.084415,23.58,14.98,0.85
4394.01,10427700,1,0.496850,22.55,2.77,8.16
4395.01,3103473,1,-0.142830,59.52,19.06,2.38
4397.01,3247503,1,-0.101175,81.48,35.21,1.59
4398.01,5802637,1,0.017025,179.09,62.01,2.49
4399.01,8345384,1,0.612672,13.02,12.01,3.47
4400.01,2831055,1,0.305540,9.65,4.26,1.98
4403.01,7703882,1,0.030098,65.29,24.75,2.14
4405.01,10745365,1,0.092420,35.90,13.87,2.25
4406.01,5563937,1,-0.192516,10.96,13.30,1.35
4407.01,8396660,1,0.654355,3.41,1.57,2.18
4408.01,10736179,1,0.500417,34.00,10.33,2.12
4409.01,5308537,1,0.577445,9.14,6.16,2.37
4410.01,6350882,1,-0.025608,124.61,50.67,2.94
4411.01,5281113,1,-0.298372,18.97,7.73,3.28
4412.01,7847104,1,0.497397,9.08,2.18,3.86
4413.01,6891513,1,-0.125344,92.32,41.94,3.00
4414.01,4579598,1,0.494175,31.27,4.51,6.32
4415.01,7777522,1,0.176529,0.00,-1.00,0.00
4417.01,9597729,1,0.591971,30.54,27.16,1.69
4419.01,7582691,1,0.494846,95.05,9.28,9.98
4420.01,7031942,1,0.213192,6.38,6.44,1.14
4421.01,9836563,1,0.226227,5.65,2.44,1.99
4423.01,3866536,1,0.493104,29.78,6.71,4.23
4424.01,7046035,1,-0.125930,3.01,10.88,1.86
4425.01,4679314,2,0.498225,30.06,5.09,5.35
4427.01,4172805,1,-0.135849,360.36,96.88,3.91
4428.01,5126182,1,0.571484,51.81,17.75,2.59
4429.01,4584865,1,0.175342,3.05,2.89,1.57
4430.01,9642018,1,0.686728,171.44,92.46,2.31
4431.01,9936080,1,0.644056,13.09,5.16,3.58
4433.01,9518651,1,0.499274,5.98,5.46,1.08
4434.01,2305311,1,0.223047,44.22,11.17,3.39
4435.01,8278685,1,0.129176,15.56,6.60,2.41
4435.02,8278685,1,0.171153,27.67,8.90,2.75
4436.01,8308260,1,0.367392,32.57,8.16,3.03
4437.01,8492101,1,0.497303,27.40,6.32,3.81
4438.01,6343576,1,0.495180,43.85,10.00,4.55
4439.01,9899630,1,0.511135,54.93,10.14,6.00
4441.01,8416523,1,0.498222,61.11,4.96,12.27
4442.01,11124436,1,0.223169,26.73,10.98,1.83
4443.01,5780855,1,0.048001,19.42,5.68,2.43
4444.01,11718389,1,0.442691,71.47,27.75,1.94
4446.01,10329196,1,0.327704,32.59,11.85,3.48
